AL, 03, 2023061700, 03, AP03,  48, 109N,  365W,  33, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP03,  54, 116N,  386W,  34, 1009, XX,  34, NEQ,   67,    0,    0,    0, 
AL, 03, 2023061700, 03, AP03,  60, 122N,  406W,  36, 1010, XX,  34, NEQ,   78,    0,    0,    0, 
AL, 03, 2023061700, 03, AP03,  66, 125N,  426W,  42, 1006, XX,  34, NEQ,   60,    0,    0,   41, 
AL, 03, 2023061700, 03, AP03,  72, 125N,  442W,  46, 1006, XX,  34, NEQ,   90,    0,    0,   71, 
AL, 03, 2023061700, 03, AP03,  78, 128N,  460W,  47, 1002, XX,  34, NEQ,  106,    0,    0,  102, 
AL, 03, 2023061700, 03, AP03,  84, 135N,  479W,  55, 1002, XX,  34, NEQ,   99,    0,    0,   93, 
AL, 03, 2023061700, 03, AP03,  84, 135N,  479W,  55, 1002, XX,  50, NEQ,   43,    0,    0,   36, 
AL, 03, 2023061700, 03, AP03,  90, 141N,  497W,  50, 1003, XX,  34, NEQ,   85,   43,    0,   64, 
AL, 03, 2023061700, 03, AP03,  90, 141N,  497W,  50, 1003, XX,  50, NEQ,   27,    0,    0,    0, 
AL, 03, 2023061700, 03, AP03,  96, 143N,  511W,  44, 1004, XX,  34, NEQ,   81,    0,    0,   47, 
AL, 03, 2023061700, 03, AP03, 102, 148N,  526W,  47, 1001, XX,  34, NEQ,   87,    0,    0,   76, 
AL, 03, 2023061700, 03, AP03, 108, 153N,  538W,  45, 1004, XX,  34, NEQ,   87,    0,    0,   77, 
AL, 03, 2023061700, 03, AP03, 114, 158N,  548W,  42, 1002, XX,  34, NEQ,  115,    0,    0,   72, 
AL, 03, 2023061700, 03, AP03, 120, 164N,  554W,  49,  996, XX,  34, NEQ,  111,   52,    0,   97, 
AL, 03, 2023061700, 03, AP03, 126, 168N,  563W,  53,  997, XX,  34, NEQ,   74,   50,    0,   73, 
AL, 03, 2023061700, 03, AP03, 126, 168N,  563W,  53,  997, XX,  50, NEQ,   32,    0,    0,   19, 
AL, 03, 2023061700, 03, AP03, 132, 175N,  572W,  51,  995, XX,  34, NEQ,   82,   50,   34,   66, 
AL, 03, 2023061700, 03, AP03, 132, 175N,  572W,  51,  995, XX,  50, NEQ,   35,    0,    0,    0, 
AL, 03, 2023061700, 03, AP03, 138, 183N,  579W,  56,  993, XX,  34, NEQ,   99,   62,   28,   74, 
AL, 03, 2023061700, 03, AP03, 138, 183N,  579W,  56,  993, XX,  50, NEQ,   39,   31,    0,    0, 
AL, 03, 2023061700, 03, AP03, 144, 188N,  588W,  53,  995, XX,  34, NEQ,  118,   74,   39,   78, 
AL, 03, 2023061700, 03, AP03, 144, 188N,  588W,  53,  995, XX,  50, NEQ,   44,    0,    0,   47, 
AL, 03, 2023061700, 03, AP03, 150, 192N,  596W,  59,  991, XX,  34, NEQ,   95,   65,   43,   68, 
